"","Estimate","Std.Error","p","lowerCI","upperCI","typeDisturbance","disturbanceDimension","Species","Significancy"
"52",-0.779681580499175,0.277142347922785,0.00490375229790081,-1.32288058242783,-0.236482578570517,"PERMANENT","LOCAL","CMWA","YES"
"53",-0.704515250702757,0.354943182673346,0.0471591953421183,-1.40020388874252,-0.008826612662998,"PERMANENT","LOCAL","CONW","YES"
"106",-0.696878288202072,0.102066485273578,8.62929931665195e-12,-0.896928599338285,-0.496827977065859,"BOTH","NEIGHBORHOOD","BBWA","YES"
"3",-0.684557656504093,0.120683030468574,1.4084318972928e-08,-0.921096396222497,-0.448018916785688,"TRANSITIONAL","LOCAL","BOCH","YES"
"69",-0.656846572843964,0.0680568407670863,4.84698501356829e-22,-0.790237980747453,-0.523455164940475,"PERMANENT","NEIGHBORHOOD","OVEN","YES"
"112",-0.60286898087731,0.166795027959852,0.000301008932302118,-0.92978723567862,-0.275950726076,"BOTH","NEIGHBORHOOD","CMWA","YES"
"6",-0.590409767455043,0.129503712484305,5.13933456637348e-06,-0.844237043924281,-0.336582490985806,"TRANSITIONAL","LOCAL","CAWA","YES"
"93",-0.590294827555861,0.10967679663717,7.36093844147479e-08,-0.805261348964714,-0.375328306147009,"BOTH","LOCAL","BOCH","YES"
"21",-0.589714550907008,0.189719429307878,0.00188134574256044,-0.961564632350449,-0.217864469463568,"TRANSITIONAL","NEIGHBORHOOD","CAWA","YES"
"22",-0.588771839061313,0.236582083647869,0.0128226332619807,-1.05247272301114,-0.12507095511149,"TRANSITIONAL","NEIGHBORHOOD","CMWA","YES"
"16",-0.587441994838724,0.13567056390464,1.49166982197977e-05,-0.853356300091819,-0.321527689585629,"TRANSITIONAL","NEIGHBORHOOD","BBWA","YES"
"96",-0.576172884621797,0.124830122099304,3.91855824817313e-06,-0.820839923936433,-0.331505845307161,"BOTH","LOCAL","CAWA","YES"
"65",-0.566955035052732,0.160531377070116,0.000412835538917867,-0.881596534110159,-0.252313535995305,"PERMANENT","NEIGHBORHOOD","BTNW","YES"
"49",-0.554989470132986,0.334227978267009,0.0968115551014953,-1.21007630753632,0.100097367270352,"PERMANENT","LOCAL","BRCR","YES"
"127",-0.527393852411745,0.519968347171264,0.310448836838564,-1.54653181286742,0.491744108043933,"BOTH","LOCAL UNDISTURBED","CMWA","NO"
"111",-0.526079593919734,0.156002869067748,0.000745586153847598,-0.83184521729252,-0.220313970546947,"BOTH","NEIGHBORHOOD","CAWA","YES"
"63",-0.514773176302048,0.254057730626916,0.0427437281742427,-1.0127263283308,-0.0168200242732932,"PERMANENT","NEIGHBORHOOD","BOCH","YES"
"47",-0.508516053682748,0.34525841733354,0.140789773083119,-1.18522255165649,0.16819044429099,"PERMANENT","LOCAL","BLPW","NO"
"67",-0.50541067198913,0.258958591503214,0.0509732871970834,-1.01296951133543,0.00214816735716894,"PERMANENT","NEIGHBORHOOD","CMWA","YES"
"114",-0.499399928109221,0.0390560591643591,1.94445046720549e-37,-0.575949804071365,-0.422850052147077,"BOTH","NEIGHBORHOOD","OVEN","YES"
"99",-0.49446751884911,0.0307151121122792,2.61324831359412e-58,-0.554669138589177,-0.434265899109043,"BOTH","LOCAL","OVEN","YES"
"91",-0.484509232298797,0.0772891201944816,3.63865403373386e-10,-0.635995907879981,-0.333022556717614,"BOTH","LOCAL","BBWA","YES"
"108",-0.484144127290278,0.133647867524016,0.000291729555163554,-0.74609394763735,-0.222194306943207,"BOTH","NEIGHBORHOOD","BOCH","YES"
"72",-0.481732460395606,0.0774633047390731,5.00820523655605e-10,-0.63356053768419,-0.329904383107023,"PERMANENT","NEIGHBORHOOD","SWTH","YES"
"9",-0.478146654758292,0.0336294496697137,7.07545202137891e-46,-0.544060376110931,-0.412232933405654,"TRANSITIONAL","LOCAL","OVEN","YES"
"97",-0.475941198886633,0.131872850999247,0.00030727110480693,-0.734411986845157,-0.217470410928108,"BOTH","LOCAL","CMWA","YES"
"39",-0.472459191604401,0.132880777753524,0.000377243814394029,-0.732905516001307,-0.212012867207494,"TRANSITIONAL","LOCAL UNDISTURBED","OVEN","YES"
"54",-0.466323070236248,0.0692739339876548,1.67829818156446e-11,-0.602099980852051,-0.330546159620445,"PERMANENT","LOCAL","OVEN","YES"
"125",-0.462471428772092,0.245043909022262,0.0591199539389852,-0.942757490455725,0.0178146329115424,"BOTH","LOCAL UNDISTURBED","BTNW","YES"
"110",-0.460688939014933,0.0865666911853522,1.02756449573659e-07,-0.630359653738223,-0.291018224291642,"BOTH","NEIGHBORHOOD","BTNW","YES"
"24",-0.457514977376475,0.0539162198721612,2.14488627244861e-17,-0.563190768325911,-0.351839186427039,"TRANSITIONAL","NEIGHBORHOOD","OVEN","YES"
"130",-0.417505985823127,0.257693491152843,0.10519682869889,-0.9225852284827,0.0875732568364453,"BOTH","LOCAL UNDISTURBED","PISI","NO"
"1",-0.412758634003134,0.0820785004018536,4.93487643379937e-07,-0.573632494790767,-0.251884773215501,"TRANSITIONAL","LOCAL","BBWA","YES"
"132",-0.409891237379387,0.125384845033959,0.00107903422521775,-0.655645533645947,-0.164136941112827,"BOTH","LOCAL UNDISTURBED","SWTH","YES"
"95",-0.407845705224689,0.0663855381113556,8.06755692777637e-10,-0.537961359922946,-0.277730050526432,"BOTH","LOCAL","BTNW","YES"
"48",-0.398414344763492,0.245398905266427,0.10447453668162,-0.879396199085689,0.0825675095587043,"PERMANENT","LOCAL","BOCH","NO"
"5",-0.397679417064994,0.0695808467193575,1.09473599885695e-08,-0.534057876634935,-0.261300957495053,"TRANSITIONAL","LOCAL","BTNW","YES"
"57",-0.384254535350709,0.0795171491235881,1.34932134873115e-06,-0.540108147632942,-0.228400923068477,"PERMANENT","LOCAL","SWTH","YES"
"64",-0.376739583437698,0.227407716402847,0.097586174195829,-0.822458707587278,0.0689795407118823,"PERMANENT","NEIGHBORHOOD","BRCR","YES"
"76",-0.323786617408082,0.452260069144903,0.474034482874215,-1.21021635293209,0.562643118115927,"PERMANENT","LOCAL UNDISTURBED","BBWA","NO"
"60",-0.315992526340732,0.0841745726165149,0.000174025118443745,-0.480974688669102,-0.151010364012363,"PERMANENT","LOCAL","YRWA","YES"
"8",-0.315716213983554,0.1044421230421,0.00250379851479613,-0.520422775146069,-0.111009652821038,"TRANSITIONAL","LOCAL","CONW","YES"
"7",-0.312486396879933,0.145654587378355,0.0319214028240818,-0.597969388141508,-0.0270034056183573,"TRANSITIONAL","LOCAL","CMWA","YES"
"70",-0.31050273942444,0.166528783897166,0.0622432471450167,-0.636899155862885,0.0158936770140047,"PERMANENT","NEIGHBORHOOD","PISI","YES"
"23",-0.309197613214783,0.170466011672316,0.0697027754951946,-0.643310996092523,0.0249157696629564,"TRANSITIONAL","NEIGHBORHOOD","CONW","YES"
"59",-0.298900152201313,0.23137476167285,0.196411092552915,-0.752394685080099,0.154594380677474,"PERMANENT","LOCAL","WETA","NO"
"107",-0.296135228957877,0.190491322354478,0.120044592446381,-0.669498220772655,0.0772277628569001,"BOTH","NEIGHBORHOOD","BLPW","NO"
"75",-0.264933703994848,0.0724678749600926,0.000256303313471061,-0.406970738916629,-0.122896669073066,"PERMANENT","NEIGHBORHOOD","YRWA","YES"
"133",-0.259220294745516,0.124211204954237,0.0368943135416719,-0.502674256455821,-0.0157663330352117,"BOTH","LOCAL UNDISTURBED","TEWA","YES"
"129",-0.258501094350506,0.106572715909606,0.0152837705004025,-0.467383617533333,-0.0496185711676788,"BOTH","LOCAL UNDISTURBED","OVEN","YES"
"98",-0.257966065660572,0.102367126493301,0.0117351880642956,-0.458605633587442,-0.0573264977337028,"BOTH","LOCAL","CONW","YES"
"42",-0.249736691615217,0.16023966650821,0.119110080129032,-0.563806437971308,0.0643330547408748,"TRANSITIONAL","LOCAL UNDISTURBED","SWTH","NO"
"105",-0.233841051400388,0.0293158267274203,1.50401525183281e-15,-0.291300071786132,-0.176382031014644,"BOTH","LOCAL","YRWA","YES"
"117",-0.223720590836416,0.0384992156772029,6.20848794258635e-09,-0.299179053563733,-0.148262128109098,"BOTH","NEIGHBORHOOD","SWTH","YES"
"73",-0.212663745428711,0.0693821825331209,0.00217592847981312,-0.348652823193628,-0.0766746676637944,"PERMANENT","NEIGHBORHOOD","TEWA","YES"
"26",-0.208167744107436,0.0899644567827194,0.0206738255855328,-0.384498079401566,-0.0318374088133065,"TRANSITIONAL","NEIGHBORHOOD","RBNU","YES"
"56",-0.204010768926307,0.143608962514763,0.155433328085697,-0.485484335455242,0.0774627976026282,"PERMANENT","LOCAL","RBNU","NO"
"88",-0.199644493951172,0.188091470092014,0.28849799517847,-0.56830377533152,0.169014787429176,"PERMANENT","LOCAL UNDISTURBED","TEWA","NO"
"15",-0.198722349549745,0.0312431324193758,2.01081051195023e-10,-0.259958889091722,-0.137485810007769,"TRANSITIONAL","LOCAL","YRWA","YES"
"120",-0.194969234744081,0.0377353542031114,2.38196373706204e-07,-0.268930528982179,-0.121007940505982,"BOTH","NEIGHBORHOOD","YRWA","YES"
"87",-0.192436076403456,0.195764938152824,0.325609595236095,-0.576135355182992,0.19126320237608,"PERMANENT","LOCAL UNDISTURBED","SWTH","NO"
"43",-0.181765425265551,0.161458564250611,0.260262315504616,-0.498224211196748,0.134693360665646,"TRANSITIONAL","LOCAL UNDISTURBED","TEWA","NO"
"101",-0.181102431171763,0.0541903027140432,0.000831856903683624,-0.287315424491287,-0.0748894378522379,"BOTH","LOCAL","RBNU","YES"
"38",-0.173958202609976,0.341737510493265,0.610723899068221,-0.843763723176776,0.495847317956823,"TRANSITIONAL","LOCAL UNDISTURBED","CONW","NO"
"11",-0.172205722480216,0.0575693543196603,0.00277815940232405,-0.28504165694675,-0.0593697880136819,"TRANSITIONAL","LOCAL","RBNU","YES"
"30",-0.163584482404605,0.0497311969854975,0.00100410674424366,-0.26105762849618,-0.0661113363130298,"TRANSITIONAL","NEIGHBORHOOD","YRWA","YES"
"82",-0.163569327235702,0.702123035578155,0.815789430889188,-1.53973047696888,1.21259182249748,"PERMANENT","LOCAL UNDISTURBED","CMWA","NO"
"20",-0.156841083405163,0.118535609182263,0.185783558475905,-0.389170877402398,0.0754887105920718,"TRANSITIONAL","NEIGHBORHOOD","BTNW","NO"
"80",-0.153582909389249,0.373443081427882,0.680880507228358,-0.885531348987896,0.578365530209399,"PERMANENT","LOCAL UNDISTURBED","BTNW","NO"
"102",-0.146596131413004,0.0294366839281994,6.35681421777595e-07,-0.204292031912275,-0.0889002309137328,"BOTH","LOCAL","SWTH","YES"
"78",-0.145510225042071,0.741577060999162,0.844440112731151,-1.59900126460043,1.30798081451629,"PERMANENT","LOCAL UNDISTURBED","BOCH","NO"
"115",-0.132213262595028,0.0828860764666507,0.110685338314702,-0.294669972469663,0.0302434472796076,"BOTH","NEIGHBORHOOD","PISI","NO"
"92",-0.123490110265404,0.132577421044466,0.351617438484067,-0.383341855512558,0.136361634981749,"BOTH","LOCAL","BLPW","NO"
"104",-0.122943561682021,0.100044251188312,0.219112369713184,-0.319030294011114,0.0731431706470708,"BOTH","LOCAL","WETA","NO"
"94",-0.117979233627228,0.0871472216510844,0.175802665628285,-0.288787788063353,0.0528293208088976,"BOTH","LOCAL","BRCR","NO"
"12",-0.115562613546931,0.0321181698512475,0.000320618419048023,-0.178514226455376,-0.0526110006384863,"TRANSITIONAL","LOCAL","SWTH","YES"
"84",-0.110016747127085,0.164875171727692,0.504597782379987,-0.433172083713361,0.213138589459191,"PERMANENT","LOCAL UNDISTURBED","OVEN","NO"
"118",-0.109408357822975,0.0434136848538091,0.0117309747137436,-0.194499180136441,-0.0243175355095089,"BOTH","NEIGHBORHOOD","TEWA","YES"
"4",-0.103084851900751,0.0893988945619747,0.248873993997087,-0.278306685242221,0.0721369814407196,"TRANSITIONAL","LOCAL","BRCR","NO"
"74",-0.0999607275615294,0.189353138635868,0.597564325114423,-0.47109287928783,0.271171424164771,"PERMANENT","NEIGHBORHOOD","WETA","NO"
"58",-0.0971759065537656,0.0770511996897678,0.207241784322934,-0.248196257945711,0.0538444448381793,"PERMANENT","LOCAL","TEWA","NO"
"14",-0.0952185167963575,0.109149562323964,0.383007994590539,-0.309151658951327,0.118714625358613,"TRANSITIONAL","LOCAL","WETA","NO"
"126",-0.0858567772135448,0.386039056686762,0.823999102142392,-0.842493328319599,0.670779773892509,"BOTH","LOCAL UNDISTURBED","CAWA","NO"
"109",-0.0815515628020531,0.113282636422423,0.471589868238262,-0.303585530190003,0.140482404585896,"BOTH","NEIGHBORHOOD","BRCR","NO"
"27",-0.0773955747400235,0.0515240787987623,0.133064990513079,-0.178382769185598,0.0235916197055506,"TRANSITIONAL","NEIGHBORHOOD","SWTH","NO"
"116",-0.0750138462514744,0.0695180108844875,0.280562639253634,-0.21126914758507,0.0612414550821211,"BOTH","NEIGHBORHOOD","RBNU","NO"
"68",-0.0643091206892014,0.199657883872061,0.747379532427831,-0.45563857307844,0.327020331700037,"PERMANENT","NEIGHBORHOOD","CONW","NO"
"10",-0.0563024820144169,0.0659708058261409,0.393412343465411,-0.185605261433653,0.0730002974048193,"TRANSITIONAL","LOCAL","PISI","NO"
"25",-0.0443468188798972,0.108265165166383,0.68208986055462,-0.256546542606008,0.167852904846214,"TRANSITIONAL","NEIGHBORHOOD","PISI","NO"
"28",-0.00803758963334628,0.0624937824235717,0.897662906842111,-0.130525403183547,0.114450223916854,"TRANSITIONAL","NEIGHBORHOOD","TEWA","NO"
"103",0.017175713328862,0.0329000800513188,0.601630724026434,-0.0473084435717228,0.0816598702294468,"BOTH","LOCAL","TEWA","NO"
"113",0.0230759528774987,0.124923512496782,0.853448145727101,-0.221774131616194,0.267926037371192,"BOTH","NEIGHBORHOOD","CONW","NO"
"100",0.0245802950431667,0.0603671845160723,0.683875974010494,-0.0937393866083351,0.142899976694669,"BOTH","LOCAL","PISI","NO"
"62",0.0301382801187714,0.268553913226167,0.910645546921991,-0.496227389804515,0.556503950042058,"PERMANENT","NEIGHBORHOOD","BLPW","NO"
"13",0.052711082696648,0.0367378995716882,0.151347632940606,-0.0192952004638609,0.124717365857157,"TRANSITIONAL","LOCAL","TEWA","NO"
"17",0.05277236622832,0.279129935311584,0.850045621110918,-0.494322306982386,0.599867039439025,"TRANSITIONAL","NEIGHBORHOOD","BLPW","NO"
"19",0.0596835640772961,0.146549845886483,0.683818672390782,-0.227554133860211,0.346921262014803,"TRANSITIONAL","NEIGHBORHOOD","BRCR","NO"
"119",0.0665753037277232,0.12584105536609,0.596775762821927,-0.180073164789813,0.31322377224526,"BOTH","NEIGHBORHOOD","WETA","NO"
"90",0.0743431107746504,0.188504674381459,0.693298011814086,-0.29512605101301,0.443812272562311,"PERMANENT","LOCAL UNDISTURBED","YRWA","NO"
"71",0.0762430482553023,0.124003401051463,0.538656144429148,-0.166803617805566,0.31928971431617,"PERMANENT","NEIGHBORHOOD","RBNU","NO"
"33",0.124837626920888,0.47745698644265,0.793735009314677,-0.810978066506706,1.06065332034848,"TRANSITIONAL","LOCAL UNDISTURBED","BOCH","NO"
"35",0.147404948188205,0.333993257326793,0.658966083307305,-0.50722183617231,0.802031732548719,"TRANSITIONAL","LOCAL UNDISTURBED","BTNW","NO"
"124",0.198931321956575,0.323529022916016,0.538634387542339,-0.435185562958817,0.833048206871968,"BOTH","LOCAL UNDISTURBED","BRCR","NO"
"86",0.204277085636061,0.349592020056288,0.558998349551855,-0.480923273674264,0.889477444946385,"PERMANENT","LOCAL UNDISTURBED","RBNU","NO"
"29",0.20877207766819,0.172415736999677,0.225947379081435,-0.129162766851177,0.546706922187557,"TRANSITIONAL","NEIGHBORHOOD","WETA","NO"
"135",0.239446097780555,0.107318889475018,0.0256702336789852,0.0291010744095187,0.449791121151591,"BOTH","LOCAL UNDISTURBED","YRWA","YES"
"45",0.340182538375544,0.129866968894005,0.00880666986139799,0.0856432793432954,0.594721797407793,"TRANSITIONAL","LOCAL UNDISTURBED","YRWA","YES"
"131",0.350997229611121,0.209194462423838,0.0933761047413784,-0.0590239167396011,0.761018375961844,"BOTH","LOCAL UNDISTURBED","RBNU","YES"
"36",0.389411199448818,0.452044115994568,0.388992932632109,-0.496595267900535,1.27541766679817,"TRANSITIONAL","LOCAL UNDISTURBED","CAWA","NO"
"34",0.392442335954519,0.418070465986034,0.347885297679821,-0.426975777378108,1.21186044928715,"TRANSITIONAL","LOCAL UNDISTURBED","BRCR","NO"
"41",0.4018384532464,0.251108470255863,0.109541258637004,-0.0903341484550913,0.894011054947891,"TRANSITIONAL","LOCAL UNDISTURBED","RBNU","NO"
"123",0.412442928586235,0.404679266411184,0.308115274983231,-0.380728433579685,1.20561429075216,"BOTH","LOCAL UNDISTURBED","BOCH","NO"
"55",0.418915148912908,0.163547939281685,0.0104244904937904,0.0983611879208041,0.739469109905011,"PERMANENT","LOCAL","PISI","YES"
"2",0.453827483281266,0.118897179802759,0.000135098219409157,0.220789010867858,0.686865955694675,"TRANSITIONAL","LOCAL","BLPW","YES"
"40",0.465727056327133,0.319127443045175,0.144461540152057,-0.159762732041409,1.09121684469568,"TRANSITIONAL","LOCAL UNDISTURBED","PISI","NO"
"79",0.507007951361487,0.516396384694448,0.326188864469408,-0.505128962639631,1.51914486536261,"PERMANENT","LOCAL UNDISTURBED","BRCR","NO"
"128",0.585148255829486,0.289894722550719,0.0435407364912181,0.0169545996300758,1.1533419120289,"BOTH","LOCAL UNDISTURBED","CONW","YES"
"134",0.668045756180843,0.311566731541028,0.032020883047446,0.0573749623604278,1.27871655000126,"BOTH","LOCAL UNDISTURBED","WETA","YES"
"83",0.695037424292721,0.49371403412068,0.159198215371745,-0.272642082583812,1.66271693116925,"PERMANENT","LOCAL UNDISTURBED","CONW","NO"
"44",0.80786404670845,0.427659547955866,0.0588870787097892,-0.0303486672850478,1.64607676070195,"TRANSITIONAL","LOCAL UNDISTURBED","WETA","YES"
"89",0.850020429911164,0.462843157520604,0.0662808781464642,-0.0571521588292189,1.75719301865155,"PERMANENT","LOCAL UNDISTURBED","WETA","YES"
